,index,name,Day_Night,address,addressLocality,MapsLink,telephone
1337,17,Ghabbarou Brahim ,Pharmacie de jours,  30 Avenue Ta?eb Mhiri,Tunis ,"http://maps.google.com/?q= 30 Avenue Ta?eb Mhiri, Tunisie, Tunis",['  71 27 27 11  ']
1338,18,Bouziri Afif ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Nabeul ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Nabeul",['  72 25 51 23  ']
1339,19,Moussa Jarrara Sihem Ep Bel Ha ,Pharmacie de jours,  COMPLEXE SIRINE - RUE DE PARIS - BOUMHEL EL BASSAT,Ben Arous ,"http://maps.google.com/?q= COMPLEXE SIRINE - RUE DE PARIS - BOUMHEL EL BASSAT, Tunisie, Ben Arous",
1340,0,Farah Mohamed ,Pharmacie de jours,  AVENUE 7 NOVEMBRE,Ariana ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE, Tunisie, Ariana",['  71 55 21 06  ']
1341,1,Katar Aida ,Pharmacie de jours,  AVENUE 2 MAI ROUTE DE TATOUINE,Médenine ,"http://maps.google.com/?q= AVENUE 2 MAI ROUTE DE TATOUINE, Tunisie, Médenine",
1342,2,Gabtani Noureddine ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA TINJA,Bizerte ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA TINJA, Tunisie, Bizerte",['  72 46 12 07  ']
1343,3,Bouzid Walid ,Pharmacie de nuit,  7 NOVEMBRE - CITE ENNAZAHA N? 58 - EL M'HAMDIA,Ben Arous ,"http://maps.google.com/?q= 7 NOVEMBRE - CITE ENNAZAHA N? 58 - EL M'HAMDIA, Tunisie, Ben Arous",
1344,4,Bahri Becher ,Pharmacie de nuit,  CITE DE LA GARE - ROUTE NATIONALE N?3,Zaghouan ,"http://maps.google.com/?q= CITE DE LA GARE - ROUTE NATIONALE N?3, Tunisie, Zaghouan",
1345,5,Sahmim Habib ,Pharmacie de jours,"  7,AVENUE MONGI SLIM MENZEL TEMIME",Nabeul ,"http://maps.google.com/?q= 7,AVENUE MONGI SLIM MENZEL TEMIME, Tunisie, Nabeul",['  72 29 82 84  ']
1346,6,Barkat Ali ,Pharmacie de jours,  ANGLE RUE AMOR IBN EL KHATTAB ET AVENUE DE LA RE,Ben Arous ,"http://maps.google.com/?q= ANGLE RUE AMOR IBN EL KHATTAB ET AVENUE DE LA RE, Tunisie, Ben Arous",['  71 38 19 53  ']
1347,7,Nasfi Zouheir ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Gabès ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Gabès",['  75 27 21 77  ']
1348,8,M'barek Habib ,Pharmacie de jours,  MARCHE CENTRAL GAFSA,Gafsa ,"http://maps.google.com/?q= MARCHE CENTRAL GAFSA, Tunisie, Gafsa",['  76 22 06 00  ']
1349,9,Mlayeh Mehdi ,Pharmacie de jours,"  83,AVENUE AHMED TLILI",Tataouine ,"http://maps.google.com/?q= 83,AVENUE AHMED TLILI, Tunisie, Tataouine",
1350,10,Harrabi Faouzi ,Pharmacie de nuit,  RUE SALAH BEN YOUSSEF COMPLEX TAOUS JERBA MIDOUN,Médenine ,"http://maps.google.com/?q= RUE SALAH BEN YOUSSEF COMPLEX TAOUS JERBA MIDOUN, Tunisie, Médenine",
1351,11,Charfeddine Maher ,Pharmacie de jours,  AVENUE 7 NOVEMBRE N?1 CITE ENNOZHA,Ben Arous ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE N?1 CITE ENNOZHA, Tunisie, Ben Arous",['  71 39 49 36  ']
1352,12,Darmoul Cherif ,Pharmacie de jours,"  16,rue riadh salambo",Tunis ,"http://maps.google.com/?q= 16,rue riadh salambo, Tunisie, Tunis",['  71 73 11 01  ']
1353,13,Ben Ghorbel Abdelkerim ,Pharmacie de jours,  HOUMET SOUK,Médenine ,"http://maps.google.com/?q= HOUMET SOUK, Tunisie, Médenine",['  75 65 00 59  ']
1354,14,Boughdir Ramla Ep Jelili ,Pharmacie de jours,  AVENUE KHALED IBN EL OUALID,Manouba ,"http://maps.google.com/?q= AVENUE KHALED IBN EL OUALID, Tunisie, Manouba",['  71 52 17 13  ']
1355,15,Chobbit Lamia ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Gabès ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Gabès",
1356,16,Hakmouni Aida Ep Kallel ,Pharmacie de jours,"  ROUTE DE TUNIS KM 4,5 AVENUE HABIB BOURGUIBA - SAK",Sfax ,"http://maps.google.com/?q= ROUTE DE TUNIS KM 4,5 AVENUE HABIB BOURGUIBA - SAK, Tunisie, Sfax",['  74 25 30 02  ']
1357,17,Hizem Zohra Ep Zili ,Pharmacie de jours,  64,Monastir ,"http://maps.google.com/?q= 64, Tunisie, Monastir",['  AVENUE DE LA REPUBLIQUE  ']
1358,18,Guerbouj Fatma Ep Jerbi ,Pharmacie de jours,  AVENUE DE LA REPUBLIQUE HAMMAMET,Nabeul ,"http://maps.google.com/?q= AVENUE DE LA REPUBLIQUE HAMMAMET, Tunisie, Nabeul",['  72 28 08 76  ']
1359,19,Limam Lamia ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Manouba ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Manouba",['  71 53 90 38  ']
1360,0,Najjar Mohamed Imed ,Pharmacie de jours,  RUE MOHAMED DAGHBAGI,Gabès ,"http://maps.google.com/?q= RUE MOHAMED DAGHBAGI, Tunisie, Gabès",
1361,1,Ben Attia Issam ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA - IMMEUBLE CTAMA,Siliana ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA - IMMEUBLE CTAMA, Tunisie, Siliana",
1362,2,Memmi El Aieb Afef ,Pharmacie de jours,  84 Rue Bellevue,Tunis ,"http://maps.google.com/?q= 84 Rue Bellevue, Tunisie, Tunis",['  71 39 70 71  ']
1363,3,Jedidi Hatem ,Pharmacie de jours,  AVENUE FARHAT HACHED No 46 BIS,Bizerte ,"http://maps.google.com/?q= AVENUE FARHAT HACHED No 46 BIS, Tunisie, Bizerte",['  72 47 09 11  ']
1364,4,Boudhraa Nejiba Ep Khiari ,Pharmacie de jours,  RUE MOHAMED CHENIK N?1 QUINTE - CITE EL KHADRA,Tunis ,"http://maps.google.com/?q= RUE MOHAMED CHENIK N?1 QUINTE - CITE EL KHADRA, Tunisie, Tunis",
1365,5,Labbene Idir Leila ,Pharmacie de jours,  Rue 10078 N?177 Ouardia IV,Tunis ,"http://maps.google.com/?q= Rue 10078 N?177 Ouardia IV, Tunisie, Tunis",['  71 49 77 81  ']
1366,6,Ghaddab Hayet ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Monastir ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Monastir",['  73 46 50 67  ']
1367,7,Ben Zanina Faouzia Ep Berriche ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA SOUSSE RIADH,Sousse ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA SOUSSE RIADH, Tunisie, Sousse",['  73 23 82 43  ']
1368,8,Attallah Hafedh ,Pharmacie de nuit,  CITE ENNASR ROUTE DE BIZERTE MC 31 KM 4 CITE ETT,Ariana ,"http://maps.google.com/?q= CITE ENNASR ROUTE DE BIZERTE MC 31 KM 4 CITE ETT, Tunisie, Ariana",
1369,9,El Hizaoui Saida ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Manouba ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Manouba",['  71 54 08 95  ']
1370,10,Ben Ghorbal Hmed ,Pharmacie de jours,  5 AVENUE HABIB BOURGUIBA HAMMAM LIF,Ben Arous ,"http://maps.google.com/?q= 5 AVENUE HABIB BOURGUIBA HAMMAM LIF, Tunisie, Ben Arous",['  71 29 28 87  ']
1371,11,Boudhraa Nejiba Ep Khiari ,Pharmacie de jours,  RUE MOHAMED CHENIK N?1 QUINTE - CITE EL KHADRA,Tunis ,"http://maps.google.com/?q= RUE MOHAMED CHENIK N?1 QUINTE - CITE EL KHADRA, Tunisie, Tunis",
1372,12,Kaddachi Mohamed Salah ,Pharmacie de jours,  JEBEL OUST,Zaghouan ,"http://maps.google.com/?q= JEBEL OUST, Tunisie, Zaghouan",[' 72640198']
1373,13,Fendri Chedly ,Pharmacie de jours,  93 RUE SABRA ET CHATILA - EZOUHOUR II .,Tunis ,"http://maps.google.com/?q= 93 RUE SABRA ET CHATILA - EZOUHOUR II ., Tunisie, Tunis",
1374,14,Bouabid Hafed ,Pharmacie de jours,  AVENUE DU COMBATTANT SUPREME COMPLEXE CNRPS,Monastir ,"http://maps.google.com/?q= AVENUE DU COMBATTANT SUPREME COMPLEXE CNRPS, Tunisie, Monastir",['  73 46 26 23  ']
1375,15,Ben Yahmed Aida Ep. B Naceur ,Pharmacie de jours,"  8, BIS RUE MONGI SLIM TUNIS MEDINA",Tunis ,"http://maps.google.com/?q= 8, BIS RUE MONGI SLIM TUNIS MEDINA, Tunisie, Tunis",['  71 24 04 51  ']
1376,16,Chaouch Ridha ,Pharmacie de nuit,"  33, RUE CHEDLY KALLALA MONASTIR",Monastir ,"http://maps.google.com/?q= 33, RUE CHEDLY KALLALA MONASTIR, Tunisie, Monastir",['  73 46 33 11  ']
1377,17,Azzouzi Mokhtar ,Pharmacie de jours,  STATION ERRIADH,Gabès ,"http://maps.google.com/?q= STATION ERRIADH, Tunisie, Gabès",['  75 23 51 90  ']
1378,18,Chakri Nadhem ,Pharmacie de jours,  RTE DE RAOUED KM 3,Ariana ,"http://maps.google.com/?q= RTE DE RAOUED KM 3, Tunisie, Ariana",['  71 76 23 40  ']
1379,19,Meddeb Rafida Ep Khrouf ,Pharmacie de jours,  12.AVENUE AMMAR IBN YASSER-EL MENEAH6,Ariana ,"http://maps.google.com/?q= 12.AVENUE AMMAR IBN YASSER-EL MENEAH6, Tunisie, Ariana",
1380,0,Draouil Wassem ,Pharmacie de nuit,  CITE COMMERCIALE ET ADMINISTRATIVE SALAH BEN HAMMO,Kébili ,"http://maps.google.com/?q= CITE COMMERCIALE ET ADMINISTRATIVE SALAH BEN HAMMO, Tunisie, Kébili",
1381,1,Maalej Samia Ep Njah ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA SFAX,Sfax ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA SFAX, Tunisie, Sfax",['  74 25 15 10  ']
1382,2,Haddada Taieb ,Pharmacie de jours,  ANGLE AVENUE AHMED TLILI ET RUE EL MEDINA MOUNAO,Ben Arous ,"http://maps.google.com/?q= ANGLE AVENUE AHMED TLILI ET RUE EL MEDINA MOUNAO, Tunisie, Ben Arous",['  71 29 79 36  ']
1383,3,Abbes Mohamed ,Pharmacie de jours,  ROUTE L'AFRANE KM 4 SFAX,Sfax ,"http://maps.google.com/?q= ROUTE L'AFRANE KM 4 SFAX, Tunisie, Sfax",['  74 26 72 76  ']
1384,4,M'barki Mohamed Tabrizi ,Pharmacie de jours,  62 Rue Bayrem Tousi,Tunis ,"http://maps.google.com/?q= 62 Rue Bayrem Tousi, Tunisie, Tunis",['  71 22 27 57  ']
1385,5,Rhim Ahmed ,Pharmacie de jours,  IMMEUBLE ROKBANI AVENUE COMBATANT SUPREME ROUTE DE,Monastir ,"http://maps.google.com/?q= IMMEUBLE ROKBANI AVENUE COMBATANT SUPREME ROUTE DE, Tunisie, Monastir",['  73 46 33 22  ']
1386,6,Ben Khedija Amel Ep B.abdallah ,Pharmacie de jours,  RUE 106 AVENUE TAIEB MHIRI MARCHE MUNICIPAL,Ariana ,"http://maps.google.com/?q= RUE 106 AVENUE TAIEB MHIRI MARCHE MUNICIPAL, Tunisie, Ariana",['  71 51 29 82  ']
1387,7,Abid Abdelaziz ,Pharmacie de jours,  40 AVENUE FARHAT HACHED SFAX,Sfax ,"http://maps.google.com/?q= 40 AVENUE FARHAT HACHED SFAX, Tunisie, Sfax",['  74 22 05 27  ']
1388,8,Krifa Ezzeddine ,Pharmacie de jours,  BRADAA,Mahdia ,"http://maps.google.com/?q= BRADAA, Tunisie, Mahdia",['  73 68 52 58  ']
1389,9,Besbes Sami ,Pharmacie de jours, ,Tunis ,"http://maps.google.com/?q=, Tunisie, Tunis",['  71 88 54 71  ']
1390,10,Ksiaa Sarra ,Pharmacie de jours,  AVENUE IBN KHALDOUN CITE MEDJERDA,Ariana ,"http://maps.google.com/?q= AVENUE IBN KHALDOUN CITE MEDJERDA, Tunisie, Ariana",['  71 22 78 88  ']
1391,11,Chamli Bechir ,Pharmacie de jours,  AVENUE 18 JANVIER ANGLE RUE HAMDA SAKKA ET RUE FAR,Sousse ,"http://maps.google.com/?q= AVENUE 18 JANVIER ANGLE RUE HAMDA SAKKA ET RUE FAR, Tunisie, Sousse",['  73 22 38 98  ']
1392,12,Jarraya Abdelrrazek ,Pharmacie de jours,  AVENUE DE L'ENVIRONNEMENT N?41,Sfax ,"http://maps.google.com/?q= AVENUE DE L'ENVIRONNEMENT N?41, Tunisie, Sfax",
1393,13,Maalej Taoufik ,Pharmacie de jours,  CITE MESSAADINE-ROUTE DE SOUKRA KM3-IMMEUBLE SOR,Sfax ,"http://maps.google.com/?q= CITE MESSAADINE-ROUTE DE SOUKRA KM3-IMMEUBLE SOR, Tunisie, Sfax",
1394,14,Danguir Noureddine ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Médenine ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Médenine",['  75 65 07 40  ']
1395,15,Alouini Fekher ,Pharmacie de jours,  CITE COMMERCIAL EL HAJEM KAIROUAN,Kairouan ,"http://maps.google.com/?q= CITE COMMERCIAL EL HAJEM KAIROUAN, Tunisie, Kairouan",['  77 30 12 39  ']
1396,16,Gastli Lotfi ,Pharmacie de jours,  avenue el jedida magribia,Nabeul ,"http://maps.google.com/?q= avenue el jedida magribia, Tunisie, Nabeul",
1397,17,Abbes Hassen ,Pharmacie de jours,  29 AVENUE DE LA LIBERTE,Tunis ,"http://maps.google.com/?q= 29 AVENUE DE LA LIBERTE, Tunisie, Tunis",['  71 83 18 50  ']
1398,18,Ben Mohamed Salem ,Pharmacie de jours,"  66,AVENUE 20 MARS 4070",Sousse ,"http://maps.google.com/?q= 66,AVENUE 20 MARS 4070, Tunisie, Sousse",['  73 25 99 13  ']
1399,19,Kchaou Letaief ,Pharmacie de jours,  RUE TAIEB MHIRI,Kasserine ,"http://maps.google.com/?q= RUE TAIEB MHIRI, Tunisie, Kasserine",
1400,0,Labbassi Abdelfattah ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA IMM BEN ABBES,Médenine ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA IMM BEN ABBES, Tunisie, Médenine",
1401,1,Saidi Rochdi ,Pharmacie de jours,  21 RUE DE BIZERTE,Siliana ,"http://maps.google.com/?q= 21 RUE DE BIZERTE, Tunisie, Siliana",['  78 87 26 04  ']
1402,2,Gritli Adel ,Pharmacie de jours,  AVENUE MONGI SLIM,Mahdia ,"http://maps.google.com/?q= AVENUE MONGI SLIM, Tunisie, Mahdia",
1403,3,Kchaou Chokri ,Pharmacie de nuit,  CITE COMMERCIALE BEN OTHMANE AVENUE HABIB BOURGU,Sfax ,"http://maps.google.com/?q= CITE COMMERCIALE BEN OTHMANE AVENUE HABIB BOURGU, Tunisie, Sfax",['  74 28 02 24  ']
1404,4,Bouhoula Radhouane ,Pharmacie de jours,  LOCAL N? 5 ET 9 - MARCHE MUNICIPAL RUE 7301 - EL,Tunis ,"http://maps.google.com/?q= LOCAL N? 5 ET 9 - MARCHE MUNICIPAL RUE 7301 - EL, Tunisie, Tunis",['  71 52 89 78  ']
1405,5,Hammami Mohamed ,Pharmacie de jours,"  route menzel chaker km 3,5 merkez damak",Sfax ,"http://maps.google.com/?q= route menzel chaker km 3,5 merkez damak, Tunisie, Sfax",
1406,6,Djaait Zeineb Ep Barakat ,Pharmacie de jours,  12 Rue Mohamed Ali,Tunis ,"http://maps.google.com/?q= 12 Rue Mohamed Ali, Tunisie, Tunis",
1407,7,Mokhtari Amara ,Pharmacie de nuit,"  32,AVENUE HABIB BOURGUIBA TEBOURBA",Manouba ,"http://maps.google.com/?q= 32,AVENUE HABIB BOURGUIBA TEBOURBA, Tunisie, Manouba",['  71 53 01 18  ']
1408,8,Bel Hadj Salah Amor ,Pharmacie de jours,"  15, AVENUE HABIB BOURGUIBA",Monastir ,"http://maps.google.com/?q= 15, AVENUE HABIB BOURGUIBA, Tunisie, Monastir",
1409,9,Enneifer Mohamed ,Pharmacie de jours,"  15,SOUK BAB JEBLI SFAX",Sfax ,"http://maps.google.com/?q= 15,SOUK BAB JEBLI SFAX, Tunisie, Sfax",['  74 22 13 32  ']
1410,10,Ismail Abdelali ,Pharmacie de jours,  28 Rue Belhassine Jrad,Tunis ,"http://maps.google.com/?q= 28 Rue Belhassine Jrad, Tunisie, Tunis",['  71 25 76 22  ']
1411,11,Fekih Mohamed ,Pharmacie de nuit,  3 AVENUE HABIB BOURGUIBA SAYADA,Monastir ,"http://maps.google.com/?q= 3 AVENUE HABIB BOURGUIBA SAYADA, Tunisie, Monastir",
1412,12,Kechaou Afef ,Pharmacie de jours,  ROUTE DE TUNIS KM 9,Sfax ,"http://maps.google.com/?q= ROUTE DE TUNIS KM 9, Tunisie, Sfax",
1413,13,Fekih Mohamed Rached ,Pharmacie de jours,  EL HENCHA,Sfax ,"http://maps.google.com/?q= EL HENCHA, Tunisie, Sfax",['  74 28 44 00  ']
1414,14,Naija Moncef ,Pharmacie de jours,"  6,AVENUE TAHAR SFAR SOUSSE",Sousse ,"http://maps.google.com/?q= 6,AVENUE TAHAR SFAR SOUSSE, Tunisie, Sousse",['  73 22 36 62  ']
1415,15,Sakka Nawel ,Pharmacie de nuit,  RUE 1er JUIN KALAA KEBIRA,Sousse ,"http://maps.google.com/?q= RUE 1er JUIN KALAA KEBIRA, Tunisie, Sousse",['  73 25 32 48  ']
1416,16,Boukhris Thameur ,Pharmacie de jours,  ROUTE DE GABES KM 6 -,Sfax ,"http://maps.google.com/?q= ROUTE DE GABES KM 6 -, Tunisie, Sfax",['  74 27 57 65  ']
1417,17,Najjar Lotfi ,Pharmacie de jours,  Avenue 7 Novembre El Yasmina,Tunis ,"http://maps.google.com/?q= Avenue 7 Novembre El Yasmina, Tunisie, Tunis",['  71 27 59 62  ']
1418,18,Mokrani Zeineb Nee Soussi ,Pharmacie de jours,  36 RUE 6019,Tunis ,"http://maps.google.com/?q= 36 RUE 6019, Tunisie, Tunis",
1419,19,Ouertani Regaya Samira ,Pharmacie de jours,  9 Route de l'Arm?e Natioale,Tunis ,"http://maps.google.com/?q= 9 Route de l'Arm?e Natioale, Tunisie, Tunis",['  71 26 33 21  ']
1420,0,Dbouba Monia ,Pharmacie de jours,  avenue des martyrs,Sfax ,"http://maps.google.com/?q= avenue des martyrs, Tunisie, Sfax",
1421,1,Ben Romdhane Adel ,Pharmacie de jours,  AVENUE HEDI CHAKER MAAMOURA BENI KHIAR,Nabeul ,"http://maps.google.com/?q= AVENUE HEDI CHAKER MAAMOURA BENI KHIAR, Tunisie, Nabeul",['  72 22 93 33  ']
1422,2,Makdoud Mohamed Atef ,Pharmacie de jours,  15 AVENUE DE L' INDEPENDANCE,Zaghouan ,"http://maps.google.com/?q= 15 AVENUE DE L' INDEPENDANCE, Tunisie, Zaghouan",
1423,3,El Kateb Fatma Ep El Cadhi ,Pharmacie de jours,  RESIDENCE ROSAMISS - AVENUE MUSTAPHA HJAIEJ - AR,Ariana ,"http://maps.google.com/?q= RESIDENCE ROSAMISS - AVENUE MUSTAPHA HJAIEJ - AR, Tunisie, Ariana",
1424,4,Jaidane Mourad ,Pharmacie de jours,  CHOTT MERIEM,Sousse ,"http://maps.google.com/?q= CHOTT MERIEM, Tunisie, Sousse",['  73 24 82 65  ']
1425,5,Maalej Ahmed ,Pharmacie de nuit,  AVENUE 7 NOVEMBRE - ZONE TOURISTIQUE - MELLITA SID,Médenine ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE - ZONE TOURISTIQUE - MELLITA SID, Tunisie, Médenine",
1426,6,Hammami Abderrazek ,Pharmacie de nuit,  IMMEUBLE FAIEZ AVENUE MAJIDA BOULILA N?5 -SFAX M,Sfax ,"http://maps.google.com/?q= IMMEUBLE FAIEZ AVENUE MAJIDA BOULILA N?5 -SFAX M, Tunisie, Sfax",
1427,7,Hadj Salem Hayzem ,Pharmacie de nuit,  7 NOVEMBRE 1987 - FERNANA,Jendouba ,"http://maps.google.com/?q= 7 NOVEMBRE 1987 - FERNANA, Tunisie, Jendouba",
1428,8,Ben Zina Azza ,Pharmacie de nuit,"  COMPLEX 21,AVENUE DE MAHDIA -EL MOUROUJ I",Ben Arous ,"http://maps.google.com/?q= COMPLEX 21,AVENUE DE MAHDIA -EL MOUROUJ I, Tunisie, Ben Arous",['  71 36 44 27  ']
1429,9,Mejidi Amel ,Pharmacie de jours,  AVENUE 7 NOVEMBRE N? 6 NAASSEN,Ben Arous ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE N? 6 NAASSEN, Tunisie, Ben Arous",
1430,10,Megdiche Mohamed ,Pharmacie de nuit,  AVENUE HABIB BOURGUIBA 3010,Sfax ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA 3010, Tunisie, Sfax",['  74 28 42 09  ']
1431,11,Meghanem Dhouha Ep Ben Safta ,Pharmacie de jours,  RUE HASSEN HOSNI ABDELWAHEB,Ben Arous ,"http://maps.google.com/?q= RUE HASSEN HOSNI ABDELWAHEB, Tunisie, Ben Arous",['  71 36 00 54  ']
1432,12,Ben Rejeb Nejib ,Pharmacie de jours,"  96,AVENUE ALI BELHOUANE KELIBIA",Nabeul ,"http://maps.google.com/?q= 96,AVENUE ALI BELHOUANE KELIBIA, Tunisie, Nabeul",
1433,13,Belhouane Amina ,Pharmacie de jours,"  10,ROUTE AIN MERIEM",Bizerte ,"http://maps.google.com/?q= 10,ROUTE AIN MERIEM, Tunisie, Bizerte",['  72 43 33 10  ']
1434,14,Khabthani Taoufik ,Pharmacie de jours,  27 Boulevard Bab Mnara,Tunis ,"http://maps.google.com/?q= 27 Boulevard Bab Mnara, Tunisie, Tunis",['  71 56 07 24  ']
1435,15,Ben Cheikh Boubaker Nadia ,Pharmacie de jours,"  8,AVENUE D'AFRIQUE EL MENZAH 5",Ariana ,"http://maps.google.com/?q= 8,AVENUE D'AFRIQUE EL MENZAH 5, Tunisie, Ariana",['  71 23 46 26  ']
1436,16,Rais Saloua ,Pharmacie de jours,  av. de lib?ration,Nabeul ,"http://maps.google.com/?q= av. de lib?ration, Tunisie, Nabeul",
1437,17,Bouzayen Miled Nefissa ,Pharmacie de jours,  40 avenue de Ghana 1002 Tunis,Tunis ,"http://maps.google.com/?q= 40 avenue de Ghana 1002 Tunis, Tunisie, Tunis",['  71 24 58 29  ']
1438,18,Garram Hatem ,Pharmacie de jours,  36 RUE HABIB BOUGATFA BARDO 2000,Tunis ,"http://maps.google.com/?q= 36 RUE HABIB BOUGATFA BARDO 2000, Tunisie, Tunis",
1439,19,Chammari Hamadi ,Pharmacie de jours,"  7,AVENUE HABIB BOURGUIBA",Mahdia ,"http://maps.google.com/?q= 7,AVENUE HABIB BOURGUIBA, Tunisie, Mahdia",['  73 68 91 10  ']
1440,0,Grira Mhala Samira ,Pharmacie de jours,  AVEBUE 18 JANVIER,Monastir ,"http://maps.google.com/?q= AVEBUE 18 JANVIER, Tunisie, Monastir",['  73 46 13 70  ']
1441,1,Lahzami Nader ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Gabès ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Gabès",
1442,2,El Habibi Ezziddine ,Pharmacie de nuit,  AVENUE DE L'ENVIRONNEMENT,Béja ,"http://maps.google.com/?q= AVENUE DE L'ENVIRONNEMENT, Tunisie, Béja",
1443,3,Kammoun Noureddine ,Pharmacie de jours,"  SOUIHEL A 3,5 KM DE ZARZIS EST",Médenine ,"http://maps.google.com/?q= SOUIHEL A 3,5 KM DE ZARZIS EST, Tunisie, Médenine",
1444,4,Ben Slama Leila Zouari ,Pharmacie de jours,  60 Avenue Taieb Mhiri,Tunis ,"http://maps.google.com/?q= 60 Avenue Taieb Mhiri, Tunisie, Tunis",['  71 27 17 54  ']
1445,5,Driss Mohamed ,Pharmacie de jours,  AVENUE DE LA MOSQUEE ERRAOUDHA LA SOUKRA,Ariana ,"http://maps.google.com/?q= AVENUE DE LA MOSQUEE ERRAOUDHA LA SOUKRA, Tunisie, Ariana",['  71 71 64 70  ']
1446,6,Debbech Yassine ,Pharmacie de jours,  AVENUE HABIB BOURGUIBA,Sidi Bouzid ,"http://maps.google.com/?q= AVENUE HABIB BOURGUIBA, Tunisie, Sidi Bouzid",['  98 41 71 86  ']
1447,7,Lajnef Lazhar ,Pharmacie de jours,  AVENUE 7 NOVEMBRE -ZARRAT -MARETH GABES,Gabès ,"http://maps.google.com/?q= AVENUE 7 NOVEMBRE -ZARRAT -MARETH GABES, Tunisie, Gabès",['  75 30 01 98  ']
1448,8,Belkahia Sami ,Pharmacie de jours,"  8,AVENUE HABIB BOURGUIBA MENZEL ABDERRAHMEN",Bizerte ,"http://maps.google.com/?q= 8,AVENUE HABIB BOURGUIBA MENZEL ABDERRAHMEN, Tunisie, Bizerte",['  72 44 09 13  ']
1449,9,Aloulou Mohamed ,Pharmacie de jours,"  117,AVENUE HABIB BOURGUIBA - REJICHE",Mahdia ,"http://maps.google.com/?q= 117,AVENUE HABIB BOURGUIBA - REJICHE, Tunisie, Mahdia",['  73 68 05 90  ']
1450,10,Hanachi Hinda ,Pharmacie de jours,  AVENUE DE L'ENVIRONNEMENT N?6 BIS,Kef ,"http://maps.google.com/?q= AVENUE DE L'ENVIRONNEMENT N?6 BIS, Tunisie, Kef",
1451,11,Ben Slama Leila Zouari ,Pharmacie de jours,  60 Avenue Taieb Mhiri,Tunis ,"http://maps.google.com/?q= 60 Avenue Taieb Mhiri, Tunisie, Tunis",['  71 27 17 54  ']
1452,12,Driss Mohamed ,Pharmacie de jours,  AVENUE DE LA MOSQUEE ERRAOUDHA LA SOUKRA,Ariana ,"http://maps.google.com/?q= AVENUE DE LA MOSQUEE ERRAOUDHA LA SOUKRA, Tunisie, Ariana",['  71 71 64 70  ']
1453,13,Oueslati Abdelaziz ,Pharmacie de jours,  14 AVENUE EL MENZAH - EL MENZAH 1,Tunis ,"http://maps.google.com/?q= 14 AVENUE EL MENZAH - EL MENZAH 1, Tunisie, Tunis",['  71 32 35 43  ']
1454,14,Ayadi Mahjoub ,Pharmacie de jours,"  15,RUE ALFRED DE MUSSET",Bizerte ,"http://maps.google.com/?q= 15,RUE ALFRED DE MUSSET, Tunisie, Bizerte",['  72 46 37 68  ']
1455,15,Jerbi Ouahiba Dalel Ep Jemli ,Pharmacie de jours,  angle de la route mornaguia -sidi hassine angle,Tunis ,"http://maps.google.com/?q= angle de la route mornaguia -sidi hassine angle, Tunisie, Tunis",['  98 26 91 49  ']
1456,16,Aloulou Mohamed ,Pharmacie de jours,"  117,AVENUE HABIB BOURGUIBA - REJICHE",Mahdia ,"http://maps.google.com/?q= 117,AVENUE HABIB BOURGUIBA - REJICHE, Tunisie, Mahdia",['  73 68 05 90  ']
1457,17,Hanachi Hinda ,Pharmacie de jours,  AVENUE DE L'ENVIRONNEMENT N?6 BIS,Kef ,"http://maps.google.com/?q= AVENUE DE L'ENVIRONNEMENT N?6 BIS, Tunisie, Kef",
